,Frame Number,Frame TimeStamp,Average Frame Temperature
115,116,22.47546696662903,224.21625
116,117,22.666539907455444,222.67541666666668
117,118,22.859024047851562,222.41979166666667
118,119,23.051820993423462,223.02145833333333
119,120,23.24470806121826,222.296875
120,121,23.43730592727661,222.26375
121,122,23.630064010620117,222.03145833333335
122,123,23.822808027267456,222.31875
123,124,24.01546287536621,222.21520833333332
124,125,24.20988893508911,222.90625
125,126,24.40082597732544,224.11083333333335
126,127,24.59422206878662,221.76854166666666
127,128,24.78733801841736,221.80791666666667
128,129,24.98062801361084,221.10416666666666
129,130,25.173331022262573,220.94458333333333
130,131,25.37076687812805,221.349375
131,132,25.55706000328064,221.27541666666667
132,133,25.749799966812134,220.63895833333333
133,134,25.94229292869568,220.590625
134,135,26.138267993927002,221.888125
135,136,26.32810688018799,221.67
136,137,26.52139401435852,221.3575
137,138,26.714895009994507,222.43604166666665
138,139,26.909770011901855,222.36979166666666
139,140,27.100741863250732,221.9425
140,141,27.291754961013794,221.68979166666668
141,142,27.484276056289673,222.07666666666665
142,143,27.67719006538391,221.92604166666666
143,144,27.872451066970825,221.40541666666667
144,145,28.06247591972351,221.61416666666668
145,146,28.2552170753479,221.6725
146,147,28.448090076446533,221.458125
147,148,28.64060091972351,220.89541666666668
148,149,28.835386037826538,220.86479166666666
149,150,29.026068925857544,220.26104166666667
150,151,29.218673944473267,220.62479166666665
151,152,29.41147208213806,220.68833333333333
152,153,29.604291915893555,220.63270833333334
153,154,29.796452045440674,219.81354166666668
154,155,29.989012002944946,220.12791666666666
155,156,30.18198299407959,220.40145833333332
156,157,30.41521406173706,222.31854166666668
157,158,30.568795919418335,222.35708333333332
158,159,30.761600017547607,219.6775
159,160,30.952692985534668,220.18854166666668
160,161,31.145323038101196,220.04020833333334
161,162,31.338074922561646,219.73333333333332
162,163,31.532490968704224,219.42625
163,164,31.723634004592896,221.23333333333332
164,165,31.91636300086975,219.64229166666667
165,166,32.108969926834106,219.63541666666666
166,167,32.30163097381592,219.564375
167,168,32.49607491493225,218.539375
168,169,32.68722701072693,219.961875
169,170,32.879711866378784,221.54916666666668
170,171,33.07264709472656,222.613125
171,172,33.26700806617737,178.09770833333334
172,173,33.457918882369995,175.54479166666667
173,174,33.65107798576355,142.815625
174,175,33.843283891677856,155.36104166666667
175,176,34.037988901138306,158.0675
176,177,34.23048496246338,144.06958333333333
177,178,34.421419858932495,130.43625
178,179,34.61417198181152,133.99958333333333
179,180,34.80739998817444,122.11916666666667
180,181,35.00179696083069,124.75104166666667
181,182,35.1932590007782,132.35645833333334
182,183,35.39676904678345,134.14
183,184,35.57851791381836,148.476875
184,185,35.77220106124878,142.72229166666668
185,186,35.96397304534912,156.44770833333334
186,187,36.15671992301941,139.05166666666668
187,188,36.34862995147705,126.39666666666666
188,189,36.54148292541504,118.87583333333333
189,190,36.735872983932495,125.38541666666667
190,191,36.92684006690979,140.94520833333334
191,192,37.11942195892334,150.41145833333334
192,193,37.312448024749756,144.96354166666666
193,194,37.50680589675903,144.73229166666667
194,195,37.69759488105774,133.6275
195,196,37.89067506790161,137.82875
196,197,38.083000898361206,131.22979166666667
197,198,38.27802085876465,108.39520833333333
198,199,38.470484018325806,94.66916666666667
199,200,38.661231994628906,98.26333333333334
200,201,38.85401797294617,94.14416666666666
201,202,39.04657292366028,91.095
202,203,39.241013050079346,91.48833333333333
203,204,39.432034969329834,114.685
204,205,39.62472891807556,107.81583333333333
205,206,39.817408084869385,104.41895833333334
206,207,40.01184391975403,109.8225
207,208,40.2030189037323,101.704375
208,209,40.40339207649231,93.3225
209,210,40.58843803405762,94.63916666666667
210,211,40.78101301193237,98.24854166666667
211,212,40.97547793388367,93.53875
212,213,41.16658806800842,108.493125
213,214,41.358991861343384,116.579375
214,215,41.55197286605835,113.06625
215,216,41.746634006500244,105.4
216,217,41.93737602233887,107.80229166666666
217,218,42.12995886802673,97.99208333333333
218,219,42.32275891304016,107.12625
219,220,42.51722502708435,97.25458333333333
220,221,42.70887494087219,98.15229166666667
221,222,42.90079307556152,91.12979166666666
222,223,43.09337306022644,95.43625
223,224,43.28624987602234,96.50375
224,225,43.480705976486206,96.42916666666666
225,226,43.6717529296875,98.314375
226,227,43.86449694633484,91.67291666666667
227,228,44.05711388587952,115.940625
228,229,44.251708030700684,110.25020833333333
229,230,44.44229698181152,105.0325
230,231,44.63531804084778,110.46979166666667
231,232,44.827921867370605,109.585625
232,233,45.02080202102661,109.43354166666667
233,234,45.21498894691467,119.390625
234,235,45.41306185722351,120.859375
235,236,45.59882092475891,120.56833333333333
236,237,45.791409969329834,117.00104166666667
237,238,45.98608207702637,103.48104166666667
238,239,46.17693901062012,112.24270833333334
239,240,46.36962008476257,115.84916666666666
240,241,46.56260299682617,116.80395833333333
241,242,46.75697994232178,113.13625
242,243,46.94782996177673,111.79479166666667
243,244,47.1406090259552,108.439375
244,245,47.33325505256653,103.46104166666667
245,246,47.52593803405762,103.96333333333334
246,247,47.7204270362854,91.78625
247,248,47.91119909286499,93.8475
248,249,48.10418200492859,93.57479166666667
249,250,48.29683208465576,103.93395833333334
250,251,48.491249084472656,110.945
251,252,48.68231701850891,117.72666666666667
252,253,48.87486696243286,113.00479166666666
253,254,49.06776785850525,117.486875
254,255,49.26042890548706,121.13166666666666
255,256,49.4548180103302,115.42208333333333
256,257,49.64582800865173,111.61604166666666
257,258,49.83861589431763,115.56520833333333
258,259,50.031121015548706,109.095625
259,260,50.225691080093384,105.50458333333333
260,261,50.42330193519592,111.42625
261,262,50.60913300514221,114.716875
262,263,50.80198693275452,111.928125
263,264,50.99671697616577,105.98791666666666
264,265,51.187674045562744,117.6
265,266,51.38028001785278,117.86458333333333
266,267,51.57306790351868,108.56458333333333
267,268,51.765686988830566,122.32958333333333
268,269,51.96010708808899,122.28666666666666
269,270,52.15090298652649,127.73416666666667
270,271,52.34370803833008,127.18583333333333
271,272,52.53641390800476,125.08229166666666
272,273,52.73106908798218,126.14520833333333
273,274,52.92181396484375,125.39583333333333
274,275,53.11477994918823,126.148125
275,276,53.30741596221924,123.23854166666666
276,277,53.499929904937744,121.57
277,278,53.69272208213806,123.029375
278,279,53.88549089431763,123.35291666666667
279,280,54.07830190658569,143.20833333333334
280,281,54.270856857299805,141.99791666666667
281,282,54.463557958602905,142.54354166666667
282,283,54.656331062316895,143.2075
283,284,54.849135875701904,144.71645833333332
284,285,55.04164385795593,121.89729166666666
285,286,55.234559059143066,125.20833333333333
286,287,55.4352068901062,130.30708333333334
287,288,55.61983609199524,123.428125
288,289,55.81267499923706,142.81
289,290,56.0071120262146,136.321875
290,291,56.197908878326416,137.843125
291,292,56.39085006713867,127.26104166666667
292,293,56.583436012268066,124.73666666666666
293,294,56.77790594100952,145.26708333333335
294,295,56.96902298927307,141.28604166666668
295,296,57.1614670753479,145.64895833333333
296,297,57.354177951812744,121.71104166666667
297,298,57.54722189903259,122.003125
298,299,57.741528034210205,124.39479166666666
299,300,57.93245792388916,120.71020833333333
